Port,Protocol,Count
4551,tcp,2
1619,tcp,4
59566,tcp,2
50737,tcp,3
51102,tcp,4
53821,tcp,2
55050,udp,3
53202,tcp,4
49703,udp,8
3580,tcp,7
59518,udp,6
1018,tcp,2
51298,udp,3
60076,udp,2
64986,tcp,4
3381,tcp,4
55984,udp,4
56121,udp,3
57983,tcp,7
3478,udp,6
62661,tcp,5
63586,udp,2
4053,tcp,3
57161,udp,4
49502,tcp,3
61205,tcp,6
2197,udp,4
3217,udp,4
50225,tcp,6
50775,tcp,4
54546,udp,4
54424,udp,3
53927,tcp,1
62335,tcp,2
62084,tcp,5
2685,tcp,2
61674,udp,2
52260,tcp,2
57914,udp,3
55130,udp,2
62079,udp,7
1232,tcp,8
61741,tcp,3
64451,tcp,3
55292,tcp,5
58784,udp,3
3389,tcp,4
60145,udp,2
60262,udp,1
1779,udp,1
55262,tcp,2
60774,udp,2
750,udp,4
61285,tcp,3
57705,tcp,4
52142,tcp,4
59829,udp,2
61995,udp,2
2573,udp,1
55935,udp,4
55734,udp,3
64902,udp,5
59276,udp,3
57252,tcp,9
56115,tcp,3
61298,tcp,3
52118,udp,5
53790,udp,2
58301,tcp,5
52341,tcp,4
1829,udp,4
58549,udp,5
61025,udp,5
61862,tcp,4
54137,tcp,2
54085,tcp,7
57985,tcp,4
50788,udp,4
61609,udp,5
52851,tcp,3
56842,udp,3
310,udp,4
55794,tcp,3
65143,udp,3
63410,udp,5
60254,udp,10
56295,tcp,4
3650,tcp,5
64072,udp,4
58125,tcp,2
58808,udp,5
54211,udp,4
1591,udp,4
58518,tcp,2
61352,tcp,1
63031,tcp,4
62128,tcp,6
2006,udp,2
54873,tcp,4
4522,tcp,4
61471,tcp,8
54226,udp,3
3863,udp,7
59052,udp,3
59124,tcp,4
52518,udp,3
3943,udp,6
56739,udp,3
60709,udp,7
52764,udp,7
55725,udp,4
55636,tcp,2
71,udp,2
54891,tcp,6
65420,udp,7
52515,tcp,6
56210,tcp,5
62977,udp,4
49234,tcp,4
52585,udp,7
63148,tcp,4
63741,tcp,4
51877,tcp,2
52261,udp,5
2004,udp,4
61460,udp,4
1743,tcp,6
54831,udp,5
55703,tcp,1
4713,udp,3
59824,udp,4
58875,tcp,4
60119,udp,5
59220,udp,1
52728,udp,1
171,udp,7
50082,tcp,1
63011,udp,2
54481,tcp,5
819,tcp,3
58567,tcp,4
55206,udp,3
52097,udp,4
50575,udp,2
794,udp,7
57013,tcp,4
54956,tcp,3
2583,udp,1
3116,tcp,1
56881,udp,5
3850,udp,6
132,tcp,3
55291,udp,2
58370,tcp,1
55201,tcp,5
58031,udp,3
55682,tcp,6
54979,tcp,4
2952,udp,4
61868,udp,5
62278,udp,7
49834,udp,3
60813,tcp,3
3147,tcp,2
56857,tcp,1
3920,tcp,5
58021,udp,2
49816,tcp,3
49295,udp,5
58456,udp,2
3731,tcp,1
2491,tcp,2
1342,tcp,3
55632,udp,3
60790,tcp,4
51632,tcp,2
64158,tcp,5
54300,tcp,6
62418,udp,2
54838,udp,4
49318,udp,6
59978,udp,5
58107,tcp,3
61888,tcp,1
54277,udp,2
56430,tcp,5
64439,tcp,4
54420,udp,3
60437,udp,3
57643,udp,3
49557,tcp,3
50828,udp,4
63338,tcp,5
56747,udp,5
4121,udp,7
52405,udp,2
49324,tcp,5
60405,tcp,4
55616,tcp,3
62004,tcp,4
59637,tcp,6
62253,udp,5
2537,tcp,4
1144,udp,6
3685,tcp,4
1608,udp,1
61615,tcp,2
64062,udp,4
58264,udp,3
52919,udp,3
4980,tcp,6
52078,udp,2
3355,udp,3
59192,udp,3
55429,udp,4
57116,tcp,3
51851,tcp,5
2231,udp,4
60131,tcp,2
52974,tcp,6
1953,udp,4
58620,udp,3
1170,tcp,2
61370,udp,4
49320,udp,2
55271,tcp,6
55428,udp,6
52076,tcp,6
65523,tcp,3
54745,tcp,1
50204,tcp,5
60433,udp,5
58194,tcp,4
1031,udp,1
2750,tcp,2
3207,tcp,8
55935,tcp,2
4441,tcp,3
334,udp,5
55567,tcp,3
4470,udp,4
63933,udp,7
49810,tcp,2
50132,udp,5
58771,udp,1
1362,tcp,4
60278,tcp,4
61532,tcp,2
50284,tcp,6
3331,tcp,2
3024,udp,2
65001,udp,5
55152,tcp,3
64076,udp,4
54548,tcp,1
58802,udp,5
49253,udp,4
56136,udp,4
58191,tcp,3
1710,tcp,5
2400,tcp,5
65244,udp,3
59746,udp,4
55602,udp,3
2507,udp,1
56275,tcp,2
57954,udp,4
57423,tcp,5
62659,udp,5
703,tcp,3
54317,udp,4
60093,tcp,1
52674,tcp,3
1316,udp,4
3307,tcp,2
51656,udp,3
64397,tcp,4
50279,tcp,4
56980,udp,2
54248,tcp,4
51461,tcp,4
56903,tcp,4
1526,tcp,4
52786,tcp,5
58738,udp,4
64546,tcp,6
3775,tcp,5
2800,udp,3
55898,udp,5
1828,tcp,1
55274,tcp,5
58576,tcp,1
50962,tcp,5
63629,tcp,2
50463,udp,3
54536,udp,6
58540,udp,6
64763,tcp,5
4838,tcp,2
63666,tcp,6
61645,tcp,3
58409,udp,4
63293,tcp,2
64247,tcp,7
63449,tcp,3
58704,tcp,6
52524,udp,4
55547,udp,3
64122,udp,4
57606,tcp,3
60107,tcp,2
49808,udp,4
53411,tcp,3
1438,udp,6
50252,udp,3
61994,udp,7
4463,tcp,1
60705,udp,4
2823,udp,3
63524,tcp,3
63578,udp,5
50666,udp,2
4281,udp,5
51695,udp,6
2546,udp,2
61854,udp,1
58479,tcp,4
61784,udp,5
56118,tcp,6
58736,udp,5
53112,tcp,1
53805,tcp,1
2412,udp,1
49730,udp,7
49966,tcp,4
677,udp,2
55425,tcp,3
4954,udp,4
62724,tcp,4
62252,tcp,5
49288,tcp,5
4254,tcp,5
2288,tcp,3
61049,udp,3
62810,tcp,1
51389,udp,1
54788,tcp,5
57912,udp,6
61255,tcp,5
54291,udp,3
55617,tcp,2
3232,udp,3
63726,tcp,2
51204,tcp,3
65353,udp,5
56905,udp,3
65432,tcp,8
57707,tcp,4
54053,udp,4
62228,udp,3
64296,udp,5
57614,tcp,2
61030,udp,3
52598,udp,4
2921,tcp,3
64575,udp,6
65522,tcp,2
62607,tcp,3
60060,tcp,2
60957,tcp,4
55427,udp,2
50121,udp,7
65194,tcp,5
2117,udp,6
55930,udp,5
59051,udp,5
52433,tcp,1
53527,udp,4
54454,tcp,2
63245,udp,4
52991,tcp,6
50263,tcp,6
59424,tcp,4
2448,tcp,3
54384,udp,4
50147,udp,4
49762,tcp,7
64511,tcp,3
1226,udp,2
295,tcp,5
55047,udp,3
54086,udp,3
52955,udp,5
128,udp,4
55392,tcp,2
54901,udp,3
2922,tcp,5
56937,tcp,3
55839,tcp,4
51129,tcp,5
61364,udp,2
905,tcp,5
54443,tcp,7
53509,tcp,4
62964,udp,6
53307,udp,6
53757,udp,7
4732,tcp,5
61270,tcp,6
56968,tcp,5
62498,udp,4
63165,udp,8
4452,udp,7
1418,tcp,2
54499,tcp,4
59429,udp,7
64564,tcp,1
50503,tcp,5
58551,tcp,5
62487,udp,3
60421,udp,3
51685,tcp,3
49216,tcp,7
54955,tcp,2
2038,udp,3
59982,udp,7
56908,udp,3
69,tcp,1
63561,udp,2
3952,tcp,3
55554,tcp,2
51073,tcp,3
1069,tcp,7
55846,udp,2
49844,tcp,3
56696,udp,4
4217,tcp,5
53027,udp,7
4270,tcp,2
51122,udp,3
63787,udp,2
56298,udp,5
56695,udp,5
61332,tcp,6
55237,tcp,3
59312,tcp,3
185,tcp,3
62004,udp,4
63258,udp,7
52655,tcp,4
49945,udp,4
1038,udp,5
51354,tcp,5
63632,tcp,5
58972,tcp,4
63930,udp,4
3363,udp,3
3680,udp,3
57915,udp,4
53514,udp,1
55961,udp,3
1435,udp,4
735,tcp,2
59666,tcp,6
49196,tcp,3
52775,udp,5
58598,udp,3
54873,udp,2
63179,tcp,8
56410,udp,2
61052,udp,3
56105,udp,3
50975,tcp,5
51618,tcp,4
49224,tcp,3
55658,udp,4
60415,tcp,2
59189,udp,6
59083,tcp,3
55497,tcp,4
60731,udp,6
3884,udp,4
57634,udp,2
60827,udp,2
57096,tcp,3
1191,tcp,6
63104,tcp,5
63623,tcp,3
2263,tcp,6
2482,udp,3
55463,tcp,3
59587,udp,6
51292,udp,3
4226,tcp,4
56226,udp,4
53536,tcp,5
64910,tcp,5
50730,udp,2
62624,tcp,3
54080,udp,6
4792,tcp,2
49271,tcp,4
65028,tcp,3
2372,tcp,4
65254,udp,3
52883,udp,3
4225,tcp,1
65177,udp,3
59382,tcp,2
54303,tcp,4
3013,udp,3
56494,udp,6
52287,tcp,5
55078,tcp,3
63495,udp,5
54327,udp,2
57811,udp,8
55156,tcp,3
59559,udp,4
56993,tcp,6
52885,tcp,2
54312,udp,2
4589,tcp,4
53953,udp,5
56623,udp,5
54002,udp,6
2914,tcp,3
63941,udp,4
55060,udp,3
50499,udp,3
49204,tcp,6
56419,tcp,5
58778,tcp,3
63646,udp,4
49834,tcp,4
54716,udp,1
63806,tcp,3
52383,tcp,5
2365,tcp,4
2571,udp,4
52124,udp,5
63803,udp,4
50756,udp,3
50770,udp,4
57428,tcp,4
51539,udp,2
56265,tcp,3
1997,udp,5
4786,udp,3
51648,tcp,3
58198,udp,2
56064,udp,2
56268,tcp,3
53645,tcp,5
52377,tcp,4
65335,udp,4
49505,tcp,8
64834,udp,2
3289,udp,5
52264,tcp,4
59990,udp,5
53581,udp,2
64155,udp,6
56008,udp,3
49757,udp,3
1198,udp,6
64760,tcp,1
57086,udp,2
63577,tcp,4
61809,tcp,3
49219,tcp,6
56256,tcp,3
410,udp,2
61674,tcp,6
51060,tcp,7
54805,tcp,6
52770,tcp,2
63945,tcp,4
62183,tcp,2
62515,udp,7
50742,udp,3
302,tcp,5
52622,tcp,4
50351,tcp,5
57424,udp,5
52108,udp,3
51500,tcp,3
378,tcp,2
63310,udp,6
60326,udp,3
52296,tcp,4
4587,udp,5
57086,tcp,2
50003,udp,3
54494,udp,3
2542,tcp,6
62411,tcp,4
60421,tcp,5
59621,udp,7
58871,udp,3
50949,udp,5
50558,tcp,3
4454,udp,1
49535,tcp,5
3455,tcp,2
3857,udp,5
52617,udp,2
64893,tcp,2
54555,udp,2
60793,tcp,9
61109,tcp,3
59608,udp,3
2096,udp,5
58661,udp,3
55367,udp,3
63481,udp,3
3554,udp,3
4249,udp,7
2048,tcp,1
684,tcp,4
50305,udp,1
56504,tcp,3
4640,udp,3
3992,udp,7
59418,udp,6
61977,tcp,1
58111,udp,5
49454,tcp,3
51033,tcp,7
63040,tcp,7
60311,udp,2
55840,tcp,5
59910,udp,6
49716,tcp,6
60125,udp,3
52325,udp,3
59253,udp,5
51963,tcp,3
56399,tcp,5
50021,tcp,6
50832,tcp,1
1728,udp,1
53272,tcp,5
49170,tcp,4
61107,udp,5
61189,udp,5
61832,tcp,4
57330,tcp,4
54939,udp,2
2835,udp,6
1782,tcp,3
56626,tcp,2
2974,tcp,4
64150,udp,3
52869,tcp,4
1039,tcp,4
65427,udp,6
55112,udp,5
53545,udp,6
56735,tcp,4
52423,udp,2
54696,udp,3
4423,udp,5
49698,tcp,10
65118,tcp,4
57035,udp,8
54670,tcp,2
4787,udp,4
51039,udp,1
52275,udp,3
3195,tcp,3
63146,tcp,1
1483,tcp,1
49779,udp,4
59644,tcp,2
63887,tcp,5
53005,tcp,5
1523,tcp,6
56545,udp,2
55426,udp,4
56514,udp,5
63140,udp,2
93,tcp,5
64696,tcp,4
2267,udp,4
57155,udp,3
56643,udp,2
63889,tcp,2
1632,udp,3
61514,tcp,5
56499,udp,2
56144,tcp,5
51281,tcp,4
54433,tcp,5
50003,tcp,5
61621,tcp,4
56932,tcp,2
51348,udp,4
55588,udp,3
62122,tcp,4
4052,tcp,5
62998,tcp,1
51115,tcp,2
51447,udp,4
51697,tcp,2
64689,udp,4
52986,udp,2
2196,udp,3
55440,tcp,3
49774,tcp,3
52466,tcp,5
55841,tcp,3
54412,tcp,5
49581,tcp,5
58255,tcp,5
51371,tcp,3
59838,tcp,2
54854,udp,3
52457,tcp,2
57958,tcp,2
1302,udp,3
3270,udp,4
1435,tcp,4
60272,udp,2
55106,tcp,1
50448,udp,2
55085,tcp,6
591,udp,7
59712,tcp,3
64618,udp,3
51477,udp,3
749,udp,2
2093,tcp,4
4549,tcp,3
1951,tcp,7
53344,tcp,1
56392,udp,5
49922,udp,2
53547,tcp,3
50777,tcp,2
1101,udp,2
53069,udp,3
59240,udp,4
416,udp,5
58188,tcp,3
803,tcp,5
55269,tcp,12
1259,udp,3
63991,tcp,4
64881,udp,6
1678,udp,4
1603,udp,2
63485,udp,5
56341,tcp,4
63625,udp,3
58844,udp,4
1843,tcp,1
843,udp,4
49260,tcp,4
52203,tcp,4
50947,tcp,6
3505,tcp,3
57349,tcp,6
52069,udp,3
62373,tcp,5
698,tcp,5
65492,udp,5
61163,tcp,6
941,udp,4
62206,tcp,4
59546,tcp,5
62715,tcp,3
761,tcp,3
63536,udp,3
52378,tcp,4
51642,tcp,5
56585,tcp,4
65232,udp,4
58008,tcp,2
51258,udp,6
57149,udp,2
53532,tcp,1
49862,tcp,1
52450,tcp,2
4705,udp,3
63602,udp,11
1869,udp,4
64894,tcp,2
58204,udp,6
1783,udp,4
3914,tcp,4
58081,udp,6
4048,udp,1
57122,tcp,5
58841,tcp,6
1935,tcp,1
54870,tcp,4
55916,tcp,2
56288,udp,4
60150,tcp,3
57311,tcp,1
65313,udp,7
527,tcp,3
61127,tcp,2
63910,tcp,5
58542,udp,7
57465,tcp,5
61129,udp,3
63789,tcp,4
4384,tcp,2
64171,tcp,3
60203,udp,5
1255,tcp,3
3993,tcp,3
56562,tcp,4
57586,tcp,5
57780,tcp,1
3578,tcp,3
54206,tcp,2
2724,tcp,3
57695,udp,3
58345,tcp,1
56654,udp,2
959,udp,3
65110,udp,4
49672,tcp,1
50564,udp,3
62930,udp,4
3155,tcp,5
3319,udp,4
51358,tcp,5
4355,tcp,3
58665,tcp,9
58541,udp,1
65120,udp,7
1046,udp,3
62211,udp,4
2556,tcp,3
63757,udp,1
57684,udp,3
62172,udp,6
52297,udp,3
63002,udp,6
61155,udp,5
59760,udp,2
3282,tcp,4
63521,tcp,2
65039,tcp,4
1767,udp,3
63408,udp,4
59360,tcp,1
4314,udp,6
913,udp,6
2157,udp,4
51411,tcp,5
2766,tcp,4
53607,tcp,4
65167,udp,2
50416,tcp,3
51094,udp,3
57009,tcp,3
54815,udp,3
51958,udp,5
63564,udp,4
49759,tcp,5
58623,udp,6
60474,tcp,5
807,tcp,3
61712,udp,3
4843,tcp,5
62444,tcp,3
51790,udp,4
52508,udp,3
59096,tcp,4
59297,udp,1
55288,udp,3
4295,tcp,2
64531,tcp,4
64555,tcp,4
59653,udp,4
59338,tcp,1
50660,tcp,5
57886,tcp,4
58385,udp,5
63963,udp,4
62515,tcp,2
3401,tcp,3
4580,tcp,2
49986,tcp,4
57183,tcp,2
60079,tcp,3
61976,tcp,1
53616,tcp,4
65049,tcp,6
4881,tcp,2
61954,udp,5
4302,udp,2
1168,udp,3
57740,udp,4
58644,udp,9
54003,tcp,3
3385,udp,4
52526,tcp,3
64423,tcp,4
127,tcp,4
53449,udp,1
51671,tcp,2
59474,udp,4
59428,udp,2
62915,udp,3
2032,tcp,5
50381,udp,5
60600,tcp,3
63067,tcp,7
2548,udp,3
60992,udp,7
53636,tcp,4
1062,tcp,8
53768,udp,5
53925,udp,7
57871,udp,3
64649,udp,6
63624,udp,5
815,tcp,3
1782,udp,7
53203,udp,7
60157,udp,3
49454,udp,1
219,tcp,2
406,udp,3
56245,udp,5
59284,udp,4
55,udp,1
56999,tcp,6
4438,udp,1
59228,tcp,2
64345,tcp,7
2790,tcp,4
2506,udp,3
53871,tcp,1
65469,tcp,3
54461,udp,4
4097,udp,4
62580,tcp,6
51984,udp,3
53883,udp,5
63233,tcp,2
51035,tcp,4
63761,udp,3
50625,udp,4
50331,tcp,4
59891,tcp,3
64298,tcp,2
58546,tcp,5
63735,udp,2
62242,udp,3
52778,udp,5
1854,tcp,5
52369,tcp,6
55005,tcp,5
52429,udp,7
51665,udp,2
61268,tcp,6
50989,tcp,3
62480,udp,3
55821,tcp,2
64737,udp,3
50987,udp,1
177,udp,3
1374,tcp,2
52986,tcp,3
52871,udp,5
53364,udp,3
65406,tcp,4
61414,udp,2
55663,tcp,5
52835,tcp,5
64238,udp,3
50072,udp,3
60996,tcp,2
62745,tcp,7
59099,udp,1
56168,udp,4
1213,tcp,4
63484,tcp,4
55059,tcp,3
58431,udp,2
50002,tcp,4
57962,tcp,2
65163,tcp,2
56287,udp,4
63762,udp,4
4973,udp,6
51454,udp,5
732,udp,4
53941,udp,2
53540,tcp,3
60113,tcp,2
50169,udp,3
53073,tcp,6
51879,udp,2
55928,tcp,1
53354,udp,3
3992,tcp,5
62700,udp,5
62165,tcp,3
57062,tcp,2
52354,tcp,4
61266,tcp,2
61756,udp,7
61909,udp,2
52579,tcp,2
64270,tcp,2
1200,tcp,2
51199,udp,2
284,tcp,1
54475,tcp,3
3938,udp,1
54827,udp,5
52113,tcp,3
55275,tcp,5
57163,udp,2
816,tcp,6
63774,tcp,1
4800,udp,3
62474,tcp,3
50154,tcp,9
63260,tcp,2
51797,udp,6
2284,udp,6
50591,tcp,4
59534,udp,3
62800,udp,4
51803,udp,2
52193,udp,2
56631,udp,2
61795,tcp,4
50808,tcp,5
4655,tcp,4
4822,udp,3
4691,tcp,2
55330,tcp,5
62003,udp,2
848,udp,5
1810,tcp,5
52220,udp,4
51530,udp,2
53252,tcp,6
63684,tcp,2
966,tcp,2
50850,udp,2
60259,tcp,5
64569,tcp,5
57883,udp,4
49671,udp,1
61117,tcp,1
57141,tcp,2
49665,tcp,4
51333,udp,2
61583,udp,2
4048,tcp,5
4036,tcp,3
2862,tcp,3
58438,tcp,3
3372,tcp,2
2875,tcp,4
60566,tcp,3
59510,udp,5
59743,tcp,3
53378,udp,3
56641,tcp,5
52444,udp,3
64385,udp,3
56738,tcp,2
58361,udp,6
50020,udp,4
60812,udp,2
64570,udp,3
53298,udp,4
57910,udp,6
1607,tcp,4
3134,tcp,3
3407,tcp,3
3867,tcp,4
56536,tcp,2
54439,udp,2
49256,tcp,2
63142,udp,5
4002,udp,4
4858,tcp,4
2125,tcp,3
59530,udp,1
52308,udp,3
57829,tcp,6
61408,udp,5
52998,tcp,2
846,tcp,6
953,udp,3
60089,udp,1
56291,udp,4
54860,udp,7
61768,tcp,3
58039,udp,9
50434,tcp,2
3503,tcp,4
50234,udp,3
55538,tcp,2
54067,tcp,4
51400,udp,5
4371,udp,6
64536,tcp,3
53116,tcp,2
56155,udp,5
54887,udp,4
57813,tcp,6
61521,tcp,3
1645,tcp,5
61762,tcp,3
63030,tcp,2
55306,tcp,1
606,udp,4
56219,udp,2
56464,udp,3
2837,udp,4
55458,udp,8
65065,tcp,3
51770,udp,3
1600,tcp,2
51171,udp,3
62240,udp,2
621,udp,5
64926,udp,6
49924,tcp,3
62401,tcp,6
56349,udp,3
63786,udp,2
59295,udp,6
4343,udp,5
203,udp,4
2514,tcp,3
57994,udp,2
3768,tcp,4
57728,tcp,2
64550,udp,1
53820,udp,7
64739,tcp,2
195,udp,6
1033,udp,3
58333,udp,5
61383,tcp,3
61989,tcp,4
63066,udp,3
59302,tcp,2
61506,tcp,7
359,tcp,2
60795,tcp,3
59335,udp,3
65254,tcp,3
56273,tcp,6
55555,tcp,3
60189,tcp,6
54100,udp,5
1133,udp,3
53644,tcp,1
2287,udp,4
3016,udp,4
59263,tcp,2
54337,udp,3
64147,udp,3
60036,udp,4
55405,tcp,3
59836,tcp,2
58666,tcp,7
49746,udp,3
51734,udp,3
2087,tcp,4
62549,tcp,2
64450,udp,8
1098,tcp,7
56391,tcp,5
54110,udp,6
1661,udp,5
62435,udp,2
4866,tcp,3
62715,udp,1
54004,udp,3
4476,udp,4
61871,udp,9
49556,tcp,4
55491,tcp,2
65453,udp,9
59386,udp,1
55132,udp,2
57957,udp,3
52244,tcp,2
62331,udp,4
63533,udp,5
61531,tcp,4
64143,tcp,3
51719,tcp,3
3306,tcp,3
57887,tcp,2
61174,udp,1
57144,tcp,2
55077,tcp,3
60863,tcp,5
54792,tcp,5
54813,udp,7
57240,udp,2
2764,udp,5
63648,tcp,3
64734,udp,3
55385,tcp,5
57138,tcp,3
612,udp,4
49723,udp,4
50043,tcp,4
2467,tcp,3
49654,udp,3
60922,udp,8
1858,tcp,3
55581,tcp,4
59704,udp,3
64204,tcp,2
868,udp,2
52818,tcp,2
3127,udp,4
51218,udp,1
2481,udp,4
64093,udp,1
3234,udp,3
62644,tcp,3
60999,udp,2
52618,udp,8
4121,tcp,2
49432,udp,4
56162,tcp,2
1301,udp,4
964,tcp,1
53145,udp,1
50308,udp,2
59924,udp,2
58225,udp,5
57198,tcp,3
62439,udp,5
52914,tcp,3
59241,tcp,4
65027,tcp,4
49555,tcp,4
51370,udp,1
49890,udp,3
254,tcp,4
51421,tcp,7
61022,tcp,6
56496,udp,3
50703,tcp,3
53590,udp,3
62806,udp,3
55781,tcp,2
58171,tcp,4
3577,udp,4
54595,tcp,3
52041,tcp,2
53223,udp,3
65236,udp,3
2439,udp,7
62832,tcp,4
49533,tcp,7
56232,tcp,5
37,tcp,3
51824,udp,2
4876,udp,2
59802,udp,3
51019,udp,5
57529,tcp,5
57298,tcp,5
64856,tcp,3
51475,udp,5
60067,tcp,5
56674,tcp,5
53711,tcp,5
63163,udp,6
57412,tcp,3
3613,tcp,5
64589,udp,5
60956,udp,9
57574,udp,2
60682,udp,4
63525,udp,2
4545,udp,3
54689,tcp,3
62367,tcp,5
52020,udp,7
51516,udp,2
53787,tcp,2
53268,tcp,2
57604,tcp,6
56557,udp,2
2575,tcp,5
54395,tcp,2
57075,udp,4
57278,udp,2
50656,udp,5
60459,udp,5
50043,udp,2
1036,tcp,3
63778,tcp,4
50647,tcp,3
58767,udp,7
62431,udp,7
54874,udp,4
64883,tcp,5
56879,tcp,1
59828,udp,5
49289,tcp,4
53651,udp,3
58633,udp,3
61664,udp,3
57877,udp,3
50602,udp,3
3399,tcp,2
60464,udp,4
53752,tcp,4
55999,tcp,2
64761,tcp,7
53630,udp,3
64714,tcp,3
60177,udp,5
56679,tcp,8
49772,tcp,2
61605,udp,3
62295,tcp,3
62992,tcp,3
58763,udp,3
57563,tcp,5
64732,tcp,6
50188,udp,2
57888,tcp,3
52166,udp,4
65507,tcp,4
51264,udp,2
56083,tcp,6
59402,tcp,2
51741,tcp,4
56192,tcp,2
3544,tcp,3
65481,udp,3
50451,tcp,3
49381,udp,3
3533,udp,2
49349,udp,1
1318,udp,2
51842,tcp,3
49907,tcp,5
50582,tcp,4
58586,udp,2
52240,tcp,3
52999,udp,6
63890,tcp,3
58343,udp,3
55572,udp,1
50547,udp,4
52809,tcp,5
61724,tcp,4
60014,udp,3
54733,udp,6
52017,tcp,1
4305,tcp,2
59281,tcp,3
2336,udp,2
51085,tcp,5
64602,udp,4
49258,udp,2
63680,tcp,1
56549,udp,4
54142,udp,6
52089,udp,1
2153,tcp,5
2562,udp,1
4471,tcp,6
3093,tcp,2
1522,udp,2
62676,udp,3
64387,tcp,3
3614,tcp,3
3450,udp,4
60443,udp,5
2080,udp,1
59930,tcp,3
58115,udp,8
58422,udp,5
3520,tcp,2
58106,udp,1
54040,udp,4
60883,tcp,3
56660,udp,4
4384,udp,6
52081,udp,3
51474,udp,5
63244,udp,1
65460,tcp,2
64532,udp,1
1371,tcp,1
54264,tcp,3
3051,tcp,4
54938,udp,4
61322,tcp,5
64640,tcp,3
3882,udp,1
57396,udp,3
575,tcp,3
57380,tcp,2
63856,udp,1
49636,tcp,3
64655,udp,1
62396,tcp,2
1976,tcp,5
58803,tcp,2
58731,udp,4
59219,udp,3
57368,tcp,2
52910,udp,4
49775,udp,4
3488,udp,3
3739,udp,3
55544,udp,4
54392,tcp,1
64753,tcp,5
54905,udp,1
50350,tcp,5
64142,udp,4
57285,tcp,4
57821,tcp,8
2031,udp,3
54507,udp,3
52048,tcp,2
61357,udp,3
50403,udp,5
61929,tcp,7
827,tcp,3
59486,udp,6
52836,tcp,4
62573,udp,4
61226,udp,2
60581,udp,1
56737,udp,4
60522,udp,2
54174,udp,1
64624,udp,2
65467,tcp,2
53138,tcp,5
51411,udp,6
55543,tcp,1
49565,tcp,3
51696,udp,1
2635,tcp,5
60933,tcp,3
52036,tcp,1
57405,udp,7
58304,udp,6
53634,udp,3
59615,udp,5
50025,tcp,3
53494,tcp,4
52454,tcp,3
62107,udp,4
51656,tcp,2
2942,tcp,5
50046,tcp,2
2716,udp,4
2789,udp,3
2650,tcp,2
2564,tcp,3
57002,tcp,5
3197,udp,4
61204,tcp,2
51438,udp,4
49575,udp,1
382,udp,7
59785,tcp,6
555,udp,4
54239,tcp,5
50645,tcp,5
49603,udp,3
64696,udp,2
49704,udp,4
52552,tcp,3
59944,tcp,5
49718,udp,1
2971,tcp,4
64306,tcp,4
56995,udp,3
50781,udp,4
56642,tcp,4
60044,udp,1
61721,udp,3
1616,udp,8
65018,udp,1
59642,udp,3
53119,udp,2
64643,tcp,2
58262,tcp,3
61591,udp,2
53886,udp,5
75,tcp,5
62773,udp,3
53856,tcp,3
62444,udp,4
4025,tcp,3
59147,udp,2
4268,tcp,6
61157,tcp,2
63455,udp,4
50651,udp,4
4465,tcp,3
59647,tcp,3
59383,udp,3
53815,udp,1
3149,tcp,1
64052,tcp,3
64316,tcp,5
1678,tcp,5
50109,udp,4
62036,tcp,4
57325,tcp,2
61600,udp,6
1093,udp,7
53174,tcp,4
54941,tcp,4
49758,tcp,2
1791,tcp,4
2264,tcp,3
2283,tcp,4
63378,udp,4
57187,udp,4
56181,udp,4
54651,udp,5
3880,udp,5
53627,udp,4
60775,tcp,4
56661,tcp,2
62708,tcp,2
54409,udp,3
1553,tcp,4
49202,tcp,3
49716,udp,6
4703,udp,3
62091,tcp,4
54326,tcp,2
54350,udp,4
63301,udp,4
55639,tcp,6
54429,tcp,4
52664,tcp,4
57210,tcp,6
56397,udp,1
63906,udp,2
49775,tcp,2
2258,udp,3
59825,udp,4
96,tcp,4
54319,udp,4
54817,tcp,6
57193,udp,3
54729,udp,3
52867,tcp,5
51301,udp,4
159,tcp,3
61089,tcp,4
2316,tcp,3
61341,udp,5
58060,udp,4
52895,udp,4
55698,tcp,5
62286,udp,5
55210,tcp,2
49251,udp,3
56893,tcp,5
59349,tcp,5
53567,udp,3
63510,tcp,2
50513,udp,4
54511,tcp,5
3733,udp,4
53423,udp,6
63016,udp,3
3564,tcp,4
4954,tcp,4
60224,tcp,8
59696,udp,3
64703,tcp,4
53869,tcp,4
55870,udp,3
58423,tcp,1
55618,tcp,4
60169,udp,5
2285,udp,3
657,tcp,8
55359,tcp,1
62711,tcp,1
63891,tcp,6
53450,udp,6
51285,tcp,1
63546,tcp,3
50586,udp,2
53965,udp,4
53245,udp,4
1934,udp,5
60126,udp,2
3497,tcp,5
2064,udp,8
52130,udp,2
2922,udp,3
3025,udp,4
2812,udp,5
54622,tcp,3
65,udp,1
50492,tcp,1
61570,tcp,2
65157,udp,3
2269,udp,2
49978,udp,3
49357,udp,5
57495,udp,2
52263,tcp,4
58793,tcp,4
63876,tcp,3
50334,tcp,2
54173,tcp,2
58267,tcp,2
53601,tcp,5
53945,tcp,5
3767,tcp,5
57038,tcp,4
1976,udp,4
524,udp,3
62843,udp,4
55690,udp,2
228,tcp,4
54957,tcp,7
63622,udp,2
53512,udp,4
60977,tcp,6
4972,udp,3
57590,udp,7
62675,udp,5
3817,tcp,6
57798,udp,5
1462,udp,3
58241,tcp,5
329,udp,5
61880,tcp,2
